"ID","LANGUAGE","CONCEPT","FORM","COMMENTS","SOURCE"
411,"Cacra-Hongos","MUTUAL BENEFIT","puku","","shimelman2017"
412,"Cacra-Hongos","NEGATION","chu","","shimelman2017"
413,"Cacra-Hongos","NOMINALIZER NA","na","","shimelman2017"
414,"Cacra-Hongos","NON-EXHAUSTIVE","kuna","","shimelman2017"
415,"Cacra-Hongos","PARTNERSHIP","masi","","shimelman2017"
416,"Cacra-Hongos","PASSIVE ACCIDENTAL","ka","","shimelman2017"
417,"Cacra-Hongos","PAST TENSE","lqa","","shimelman2017"
418,"Cacra-Hongos","PERFECT","sha,sa","","shimelman2017"
419,"Cacra-Hongos","PERFECTIVIZER","sha,sa","nmlz","shimelman2017"
420,"Cacra-Hongos","PLURAL","kuna","","shimelman2017"
421,"Cacra-Hongos","POSSESSIVE","yuq","","shimelman2017"
422,"Cacra-Hongos","PROHIBITIVE","ama","","shimelman2017"
423,"Cacra-Hongos","PROXIMAL DEMONSTRATIVE","kay","","shimelman2017"
424,"Cacra-Hongos","PURPOSIVE","paq","","shimelman2017"
425,"Cacra-Hongos","REASON","rayku","","shimelman2017"
426,"Cacra-Hongos","RECIPROCAL","naku,naka","","shimelman2017"
427,"Cacra-Hongos","REPETITIVE","pa","","shimelman2017"
428,"Cacra-Hongos","REPORTATIVE PAST TENSE","shqa","","shimelman2017"
429,"Cacra-Hongos","RESTRICTIVE","lla","","shimelman2017"
430,"Cacra-Hongos","SEQUENTIAL","taq","","shimelman2017"
431,"Cacra-Hongos","SIMULATIVE","tuku","","shimelman2017"
432,"Cacra-Hongos","SUBORDINATOR ADVERBIAL","shtin","","shimelman2017"
433,"Cacra-Hongos","SUBORDINATOR IDSUB","shpa","","shimelman2017"
434,"Cacra-Hongos","SUBORIDNATOR DIFFSUB","pti","","shimelman2017"
435,"Cacra-Hongos","TOPIC","qa","","shimelman2017"
436,"Cacra-Hongos","TRANSLOCATIVE","pu,pa","","shimelman2017"
437,"Cacra-Hongos","UNINTERRUPTED ACTION","la","","shimelman2017"
438,"Cacra-Hongos","VERBALIZER","na","some reciprocal action","shimelman2017"
439,"Cajamarca","1 OBJECT","wa","also 3>1","quesada2006"
440,"Cajamarca","1 SUBJECT 2 OBJECT ","yki","","quesada2006"
441,"Cajamarca","1 SUBJECT 2 OBJECT HABITUAL PAST","shu yki","","quesada2006"
442,"Cajamarca","1PL POSSESSOR","nchik","","quesada2006"
443,"Cajamarca","1PL VERBAL","nchik","","quesada2006"
444,"Cajamarca","1PL VERBAL FUTURE","shun","","quesada2006"
445,"Cajamarca","1S POSSESSOR","tanta-y","","quesada2006"
446,"Cajamarca","1S SUBJECT 2S OBJECT FUTURE","su q","","quesada2006"
447,"Cajamarca","1S VERBAL","ka-ni","","quesada2006"
448,"Cajamarca","1S VERBAL FUTURE","shqa","","quesada2006"
449,"Cajamarca","2S POSSESSOR","yki","","quesada2006"
450,"Cajamarca","2S VERBAL","nki","","quesada2006"
451,"Cajamarca","3S FUTURE","nqa","","quesada2006"
452,"Cajamarca","3S POSSESSOR","n","","quesada2006"
453,"Cajamarca","3S VERBAL","n","","quesada2006"
454,"Cajamarca","ABLATIVE","manta","","quesada2006"
455,"Cajamarca","ACCUSATIVE","ta","","quesada2006"
456,"Cajamarca","ADDITIVE","pis","","quesada2006"
457,"Cajamarca","ADJACENT SITUATION","nti","","quesada2006"
458,"Cajamarca","AGENTIVE","q","","quesada2006"
459,"Cajamarca","BENEFACTIVE","paq","","quesada2006"
460,"Cajamarca","BETTER","chka","“I better run”","quesada2006"
461,"Cajamarca","CATEGORIC QUESTION","taq","","quesada2006"
462,"Cajamarca","CAUSATIVE","chi","","quesada2006"
463,"Cajamarca","CISLOCATIVE","mu","","quesada2006"
464,"Cajamarca","COMPARATIVE","shina","","quesada2006"
465,"Cajamarca","CONDITIONAL","man","","quesada2006"
466,"Cajamarca","CONTINUATIVE","raq","","quesada2006"
467,"Cajamarca","DATIVE/ILATIVE","man","","quesada2006"
468,"Cajamarca","DESIRATIVE","na","","quesada2006"
469,"Cajamarca","DURATIVE","iya","","quesada2006"
470,"Cajamarca","EMPHATIC","ri","","quesada2006"
471,"Cajamarca","EVIDENTIAL CONJECTURAL","chi","","quesada2006"
472,"Cajamarca","EVIDENTIAL DIRECT","mi","","quesada2006"
473,"Cajamarca","EVIDENTIAL REPORTATIVE","shi","","quesada2006"
474,"Cajamarca","EXCLUSIVE","pura","","quesada2006"
475,"Cajamarca","FACTIVE","cha","","quesada2006"
476,"Cajamarca","FREQUENTIVE","kacha","","quesada2006"
477,"Cajamarca","GENITIVE","pa","","quesada2006"
478,"Cajamarca","HABITUAL PAST","kaq","ka-q","quesada2006"
479,"Cajamarca","IMPERATIVE","y","","quesada2006"
480,"Cajamarca","INCEPTIVE","ri","","quesada2006"
481,"Cajamarca","INCHOATIVE","ya","","quesada2006"
482,"Cajamarca","INFINITIVE","y","","quesada2006"
483,"Cajamarca","INSTRUMENTAL-COMITATIVE","wan","","quesada2006"
484,"Cajamarca","LIMITATIVE","kaman","","quesada2006"
485,"Cajamarca","LOCATIVE","pi","","quesada2006"
486,"Cajamarca","MIDDLE VOICE","ku","U","quesada2006"
487,"Cajamarca","MULTIPLE POSSESSIVE","sapa","","quesada2006"
488,"Cajamarca","NEGATION","chu","","quesada2006"
489,"Cajamarca","NOMINALIZER NA","na","","quesada2006"
490,"Cajamarca","PARTNERSHIP","masi","","quesada2006"
491,"Cajamarca","PAST TENSE","rqa, ra","","quesada2006"
492,"Cajamarca","PERFECT","sqa, a","","quesada2006"
493,"Cajamarca","PERFECTIVIZER","sqa","","quesada2006"
494,"Cajamarca","PLURAL","kuna","","quesada2006"
495,"Cajamarca","POSSESSIVE","yuq","","quesada2006"
496,"Cajamarca","REASON","rayku","","quesada2006"
497,"Cajamarca","RECIPROCAL","na","","quesada2006"
498,"Cajamarca","RESTRICTIVE","lla","solamente,  nomás","quesada2006"
499,"Cajamarca","SEQUENTIAL","taq","","quesada2006"
500,"Cajamarca","SIMULATIVE","ti","","quesada2006"
501,"Cajamarca","SUBORDINATOR ADVERBIAL","shti","“acción que es columinación de otra”","quesada2006"
502,"Cajamarca","SUBORDINATOR IDSUB","shpa","","quesada2006"
503,"Cajamarca","SUBORIDNATOR DIFFSUB","pti","","quesada2006"
504,"Cajamarca","TOPIC","qa","","quesada2006"
505,"Cajamarca","TRANSLOCATIVE","pa","","quesada2006"
506,"Cajamarca","VERBALIZER","na","","quesada2006"
507,"Chachapoyas","1 OBJECT","wa","","taylor1979"
508,"Chachapoyas","1 SUBJECT 2 OBJECT ","yki","","taylor1979"
509,"Chachapoyas","1PL POSSESSOR","nči","","taylor1979"
510,"Chachapoyas","1PL VERBAL FUTURE","šunči","","taylor1979"
511,"Chachapoyas","1S POSSESSOR","tanta-y","","taylor1979"
512,"Chachapoyas","1S VERBAL","ka-ni","","taylor1979"
513,"Chachapoyas","1S VERBAL FUTURE","ša","","taylor1979"
514,"Chachapoyas","2S POSSESSOR","yki","","taylor1979"
515,"Chachapoyas","2S VERBAL","nki","","taylor1979"
516,"Chachapoyas","3S POSSESSOR","n","","taylor1979"
517,"Chachapoyas","3S SUBJECT 2S OBJECT","šu","lamas: not restricted to 3Subjet","taylor1979"
518,"Chachapoyas","ABLATIVE","manta","","taylor1979"
519,"Chachapoyas","ACCUSATIVE","ta","","taylor1979"
520,"Chachapoyas","AGENTIVE","k","","taylor1979"
521,"Chachapoyas","ASSIMILATIVE","yupay, šina","","taylor1979"
522,"Chachapoyas","BENEFACTIVE","pa","same as genitive","taylor1979"
523,"Chachapoyas","CAUSATIVE","či","taylor says factitive? weird","taylor1979"
524,"Chachapoyas","CISLOCATIVE","mu","","taylor1979"
525,"Chachapoyas","CONDITIONAL","man","","taylor1979"
526,"Chachapoyas","DATIVE/ILATIVE","man","","taylor1979"
527,"Chachapoyas","DESIRATIVE","naya","","taylor1979"
528,"Chachapoyas","DURATIVE","yka","","taylor1979"
529,"Chachapoyas","EVIDENTIAL CONJECTURAL","ča","","taylor1979"
530,"Chachapoyas","EVIDENTIAL DIRECT","mi","","taylor1979"
531,"Chachapoyas","EVIDENTIAL REPORTATIVE","ši","","taylor1979"
532,"Chachapoyas","EXCLUSIVE","pura","„only men“","taylor1979"
533,"Chachapoyas","FACTIVE","ča","to make","taylor1979"
534,"Chachapoyas","GENITIVE","pa","","taylor1979"
535,"Chachapoyas","IMPERATIVE","y","","taylor1979"
536,"Chachapoyas","INCEPTIVE","ri","puntual","taylor1979"
537,"Chachapoyas","INCHOATIVE","ya","to become","taylor1979"
538,"Chachapoyas","INCLUSIVE","ntin","colectivo","taylor1979"
539,"Chachapoyas","INFINITIVE","y","","taylor1979"
540,"Chachapoyas","INJUNCTIVE","čun","","taylor1979"
541,"Chachapoyas","INSTRUMENTAL-COMITATIVE","wan","","taylor1979"
542,"Chachapoyas","LIMITATIVE","kaman","","taylor1979"
543,"Chachapoyas","LOCATIVE","pi","","taylor1979"
544,"Chachapoyas","MIDDLE VOICE","ku","","taylor1979"
545,"Chachapoyas","MULTIPLE POSSESSIVE","sapa","","taylor1979"
546,"Chachapoyas","NEGATION","ču","","taylor1979"
547,"Chachapoyas","NOMINALIZER NA","na","","taylor1979"
548,"Chachapoyas","PAST TENSE","rka","","taylor1979"
549,"Chachapoyas","PERFECT","ška","","taylor1979"
550,"Chachapoyas","PERFECTIVIZER","ška","","taylor1979"
551,"Chachapoyas","PLURAL","kuna","","taylor1979"
552,"Chachapoyas","POSSESSIVE","yuk","","taylor1979"
553,"Chachapoyas","REASON","rayku","","taylor1979"
554,"Chachapoyas","RECIPROCAL","naku","","taylor1979"
555,"Chachapoyas","RESTRICTIVE","lla","","taylor1979"
556,"Chachapoyas","SUBORDINATOR IDSUB","špa, šnin, štin","no distinguishing wrt adverbial subord","taylor1979"
557,"Chachapoyas","SUBORIDNATOR DIFFSUB","pti","","taylor1979"
558,"Chachapoyas","TOPIC","qa, ta","ta: formas interrogatives, en Lamas más amplio también","taylor1979"
559,"Chachapoyas","TRANSLOCATIVE","pu","","taylor1979"
560,"Chachapoyas","UNINTERRUPTED ACTION","ra","acción no cumplida","taylor1979"
561,"Chachapoyas","VERBAL PLURAL","sapa","","taylor1979"
562,"Chimborazo","1 OBJECT","wa ","This suffix indicates that the speaker is either the patient or the receiver of the action of the verb. If the verb is ditransitive, the speaker is receiver, not patient: /saki-wa-y/, leave-REC-IMP, ‘let me go’.","beukema1975"
563,"Chimborazo","1PL VERBAL","ncik","","beukema1975"
564,"Chimborazo","1PL VERBAL FUTURE","šuncik","","beukema1975"
565,"Chimborazo","1S VERBAL","ka-ni","","beukema1975"
566,"Chimborazo","1S VERBAL FUTURE","ša ","","beukema1975"
567,"Chimborazo","2PL VERBAL","ngicik","","beukema1975"
568,"Chimborazo","2S VERBAL","ngi ","","beukema1975"
569,"Chimborazo","3PL FUTURE","ngakuna","","beukema1975"
570,"Chimborazo","3PL VERBAL","nkuna","","beukema1975"
571,"Chimborazo","3S FUTURE","nga ","","beukema1975"
572,"Chimborazo","3S VERBAL","n ","","beukema1975"
573,"Chimborazo","ABLATIVE","manta ","","beukema1975"
574,"Chimborazo","ACCUSATIVE","ta ","","beukema1975"
575,"Chimborazo","ADDITIVE","piš","Conjuctive","beukema1975"
576,"Chimborazo","AGENTIVE","k ","","beukema1975"
577,"Chimborazo","BENEFACTIVE","pak ","","beukema1975"
578,"Chimborazo","CAUSATIVE","ci","","beukema1975"
579,"Chimborazo","CAUSATIVE","ci ","","beukema1975"
580,"Chimborazo","CISLOCATIVE","mu ","","beukema1975"
581,"Chimborazo","COMPARATIVE","yaži","","beukema1975"
582,"Chimborazo","CONDITIONAL","man ","","beukema1975"
583,"Chimborazo","CONFIRMED OPINION","mari","No hay ejemplos","beukema1975"
584,"Chimborazo","CONTINUATIVE","rak ","","beukema1975"
585,"Chimborazo","CONTRASTIVE","tak","","beukema1975"
586,"Chimborazo","DATIVE/ILATIVE","man ","","beukema1975"
587,"Chimborazo","DISTAL DEMONSTRATIVE","cay ","","beukema1975"
588,"Chimborazo","DURATIVE","ku ","","beukema1975"
589,"Chimborazo","EMPHATIC","ari","","beukema1975"
590,"Chimborazo","EVIDENTIAL CONJECTURAL","cari","No hay ejemplos; what is -ri doing there?","beukema1975"
591,"Chimborazo","EVIDENTIAL DIRECT","mi ","","beukema1975"
592,"Chimborazo","EVIDENTIAL REPORTATIVE","ši ","","beukema1975"
593,"Chimborazo","GENITIVE","pak","","beukema1975"
594,"Chimborazo","HONORIFIC","pa ","","beukema1975"
595,"Chimborazo","IMPERATIVE","y ","","beukema1975"
596,"Chimborazo","INCEPTIVE","ri ","","beukema1975"
597,"Chimborazo","INCHOATIVE","ya ","","beukema1975"
598,"Chimborazo","INFINITIVE","y ","","beukema1975"
599,"Chimborazo","INSTRUMENTAL-COMITATIVE","wan","","beukema1975"
600,"Chimborazo","INSTRUMENTAL-COMITATIVE","wan ","","beukema1975"
601,"Chimborazo","LIMITATIVE","kama ","","beukema1975"
602,"Chimborazo","LOCATIVE","pi ","","beukema1975"
603,"Chimborazo","MULTIPLE POSSESSIVE","sapa","","beukema1975"
604,"Chimborazo","NEGATION","cu ","","beukema1975"
605,"Chimborazo","NOMINALIZER NA","na ","Concretizador","beukema1975"
606,"Chimborazo","PAST TENSE","rka","","beukema1975"
607,"Chimborazo","PERFECT","ška ","","beukema1975"
608,"Chimborazo","PERFECTIVIZER","ška ","","beukema1975"
609,"Chimborazo","PLURAL","kuna ","","beukema1975"
610,"Chimborazo","PROHIBITIVE","ama","","beukema1975"
611,"Chimborazo","PROXIMAL DEMONSTRATIVE","kay ","","beukema1975"
612,"Chimborazo","PURPOSIVE","pak ","","beukema1975"
613,"Chimborazo","RECIPROCAL","naku ","","beukema1975"
614,"Chimborazo","REPETITIVE","nta ","","beukema1975"
615,"Chimborazo","SUBORDINATOR IDSUB","špa, ngapak","/-ngapak/ ‘Consequential – equivalent subject’","beukema1975"
616,"Chimborazo","SUBORIDNATOR DIFFSUB","kpi, cun","/-cun/ ‘Consequential – different subject’","beukema1975"
617,"Chimborazo","TOPIC","ka ","","beukema1975"
618,"Chimborazo","UNINTERRUPTED ACTION","ra ","Perseverancia: /capa-ra-ku-ška-kuna/, wait-INT-CONT-3PF-PL, ‘They had been steadfastly waiting’","beukema1975"
619,"Chimborazo","VERBALIZER","ña ","","beukema1975"
620,"Cuzco","1 OBJECT","wa","","cusihuaman1976"
621,"Cuzco","1 SUBJECT 2 OBJECT ","yki","","cusihuaman1976"
622,"Cuzco","1PL VERBAL CONDITIONAL","man","","cusihuaman1976"
623,"Cuzco","1S POSSESSOR","tanta-y","","cusihuaman1976"
624,"Cuzco","1S VERBAL","ka-ni","","cusihuaman1976"
625,"Cuzco","1S VERBAL FUTURE","saq","","cusihuaman1976"
626,"Cuzco","2S CONDITIONAL","waq","","cusihuaman1976"
627,"Cuzco","2S IMPERATIVE ","y","","cusihuaman1976"
628,"Cuzco","2S SUBJECT 1S OBJECT","wanki","","cusihuaman1976"
629,"Cuzco","2S VERBAL","nki","","cusihuaman1976"
630,"Cuzco","3S SUBJECT 1PL OBJECT","wanchis","","cusihuaman1976"
631,"Cuzco","3S SUBJECT 1S OBJECT","wan","","cusihuaman1976"
632,"Cuzco","3S SUBJECT 2PL OBJECT","sunkichis","","cusihuaman1976"
633,"Cuzco","3S SUBJECT 2S OBJECT","su","","cusihuaman1976"
634,"Cuzco","3S VERBAL","n","","cusihuaman1976"
635,"Cuzco","ABLATIVE","manta","","cusihuaman1976"
636,"Cuzco","ACCOMPANIMENT","ysi","","cusihuaman1976"
637,"Cuzco","ACCUSATIVE","ta","","cusihuaman1976"
638,"Cuzco","ADDITIVE","pis, pas","","cusihuaman1976"
639,"Cuzco","ADDOPTIVE","qe","","cusihuaman1976"
640,"Cuzco","AGENTIVE","q","","cusihuaman1976"
641,"Cuzco","APPROXIMATIVE","neq","","cusihuaman1976"
642,"Cuzco","AUTOTRANSFORMATIVE","lli","","cusihuaman1976"
643,"Cuzco","BENEFACTIVE","paq","","cusihuaman1976"
644,"Cuzco","CERTAINTY","puni","","cusihuaman1976"
645,"Cuzco","CHARACTERISTIC","ti, li","","cusihuaman1976"
646,"Cuzco","CISLOCATIVE","mu","","cusihuaman1976"
647,"Cuzco","COMPARATIVE","niray, niraq","","cusihuaman1976"
648,"Cuzco","CONTINUATIVE","raya","Nominalizer","cusihuaman1976"
649,"Cuzco","DATIVE/ILATIVE","man","","cusihuaman1976"
650,"Cuzco","DESESPERATIVE","pasa","","cusihuaman1976"
651,"Cuzco","DESIRATIVE","naya","","cusihuaman1976"
652,"Cuzco","DIMINUTIVE","cha","","cusihuaman1976"
653,"Cuzco","DISCONTINUATIVE","ña","","cusihuaman1976"
654,"Cuzco","DISTRIBUTIVE","nka","","cusihuaman1976"
655,"Cuzco","DUBITATIVE","suna, sina","","cusihuaman1976"
656,"Cuzco","DURATIVE","sha","","cusihuaman1976"
657,"Cuzco","EMPHATIC","ya","","cusihuaman1976"
658,"Cuzco","EVIDENTIAL CONJECTURAL","cha","","cusihuaman1976"
659,"Cuzco","EVIDENTIAL DIRECT","mi","","cusihuaman1976"
660,"Cuzco","EVIDENTIAL REPORTATIVE","si, s","","cusihuaman1976"
661,"Cuzco","EXAGENATIVE","tiya","","cusihuaman1976"
662,"Cuzco","FACTIVE","cha","","cusihuaman1976"
663,"Cuzco","FREQUENTIVE","paya","","cusihuaman1976"
664,"Cuzco","FUTURE PROGRESSIVE","sha","","cusihuaman1976"
665,"Cuzco","GENITIVE","q; pa","","cusihuaman1976"
666,"Cuzco","IMITATIVE","pata","","cusihuaman1976"
667,"Cuzco","IMPERATIVE","y","","cusihuaman1976"
668,"Cuzco","IMPRESIVE","ma","","cusihuaman1976"
669,"Cuzco","INCEPTIVE","ri","","cusihuaman1976"
670,"Cuzco","INCHOATIVE","ya","","cusihuaman1976"
671,"Cuzco","INCLUSIVE","nti, sti","","cusihuaman1976"
672,"Cuzco","INFINITIVE","y","","cusihuaman1976"
673,"Cuzco","INJUNCTIVE","chu","","cusihuaman1976"
674,"Cuzco","INSTRUMENTAL-COMITATIVE","wan","","cusihuaman1976"
675,"Cuzco","INTENSIFIER","y","","cusihuaman1976"
676,"Cuzco","INTENTIONAL","ypari","rpari","cusihuaman1976"
677,"Cuzco","LOCATIVE","pi","","cusihuaman1976"
678,"Cuzco","MIDDLE VOICE","ku","","cusihuaman1976"
679,"Cuzco","MULTIPLE POSSESSIVE","sapa","","cusihuaman1976"
680,"Cuzco","NEGATION","chu","","cusihuaman1976"
681,"Cuzco","OBLIGATIVE","na","","cusihuaman1976"
682,"Cuzco","OCCUPATIONAL","iru, ira","","cusihuaman1976"
683,"Cuzco","PASSIVE","rqa","ra","cusihuaman1976"
684,"Cuzco","PERFECTIVIZER","sqa","","cusihuaman1976"
685,"Cuzco","POSITIONAL","mpa","","cusihuaman1976"
686,"Cuzco","POSSESSIVE","yoq","","cusihuaman1976"
687,"Cuzco","REASON","chi","","cusihuaman1976"
688,"Cuzco","REASON","rayku","","cusihuaman1976"
689,"Cuzco","RECIPROCAL","na","","cusihuaman1976"
690,"Cuzco","RELATIVE","n","","cusihuaman1976"
691,"Cuzco","REMEMORATIVE","ymana","","cusihuaman1976"
692,"Cuzco","REPETITIVE","pa","","cusihuaman1976"
693,"Cuzco","REPORTATIVE PAST TENSE","sqa","","cusihuaman1976"
694,"Cuzco","RESPONSIVE","ri","","cusihuaman1976"
695,"Cuzco","RESTRICTIVE","lla","","cusihuaman1976"
696,"Cuzco","REUBICATIVE","na","","cusihuaman1976"
697,"Cuzco","SEQUENTIAL","qti","","cusihuaman1976"
698,"Cuzco","SEQUENTIAL","taq","","cusihuaman1976"
699,"Cuzco","SIMULATIVE","kacha","","cusihuaman1976"
700,"Cuzco","TOPIC","qa","Tópico","cusihuaman1976"
701,"Cuzco","TRANSLOCATIVE","pu","","cusihuaman1976"
702,"Cuzco","URGENT","ru","","cusihuaman1976"
703,"Ferrenafe","1 OBJECT","ma ","","taylor1982"
704,"Ferrenafe","1 SUBJECT 2 OBJECT ","yki","","taylor1982"
705,"Ferrenafe","1 SUBJECT 2 OBJECT PRETERIT","ray","","taylor1982"
706,"Ferrenafe","1 SUBJECT 2 OBJECT PRETERIT","shuray","","taylor1982"
707,"Ferrenafe","1PL POSSESSOR","nchik","","taylor1982"
708,"Ferrenafe","1PL VERBAL","nchik","","taylor1982"
709,"Ferrenafe","1PL VERBAL FUTURE","shun","","taylor1982"
710,"Ferrenafe","1S POSSESSOR","tanta-y","","taylor1982"
711,"Ferrenafe","1S SUBJECT 2S OBJECT ","shuni","","taylor1982"
712,"Ferrenafe","1S SUBJECT 2S OBJECT FUTURE","shayki, shushaq","","taylor1982"
713,"Ferrenafe","1S VERBAL","ka-ni","","taylor1982"
714,"Ferrenafe","1S VERBAL FUTURE","shaq","","taylor1982"
715,"Ferrenafe","2 SUBJECT 1 OBJECT PRETERIT ","marayki","","taylor1982"
716,"Ferrenafe","2 SUBJECT 3 OBJECT PRETERIT","rayki","","taylor1982"
717,"Ferrenafe","2S OBJECT","shu","","taylor1982"
718,"Ferrenafe","2S POSSESSOR","yki","","taylor1982"
719,"Ferrenafe","2S SUBJECT 1S OBJECT","manki","","taylor1982"
720,"Ferrenafe","2S VERBAL","nki","","taylor1982"
721,"Ferrenafe","3 SUBJECT 1 OBJECT CONCL. PAST","masha","","taylor1982"
722,"Ferrenafe","3 SUBJECT 1 OBJECT PRETERIT","maran","","taylor1982"
723,"Ferrenafe","3 SUBJECT 2 OBJECT CONCL. PAST","shusha","","taylor1982"
724,"Ferrenafe","3 SUBJECT 2 OBJECT PRETERIT","shuran","","taylor1982"
725,"Ferrenafe","3 SUBJECT 3 OBJECT PRETERIT","ran ","","taylor1982"
726,"Ferrenafe","3 SUBJECT 4 OBJECT CONCL. PAST","mashanchik","","taylor1982"
727,"Ferrenafe","3 SUBJECT 4 OBJECT PRETERIT","maranchik","","taylor1982"
728,"Ferrenafe","3S FUTURE","nqa","","taylor1982"
729,"Ferrenafe","3S POSSESSOR","n ","","taylor1982"
730,"Ferrenafe","3S SUBJECT 1PL OBJECT","manchik","","taylor1982"
731,"Ferrenafe","3S SUBJECT 1S OBJECT","man","","taylor1982"
732,"Ferrenafe","3S SUBJECT 2S OBJECT","shun","","taylor1982"
733,"Ferrenafe","3S VERBAL","n ","","taylor1982"
734,"Ferrenafe","4 SUBJECT 3 OBJECT PRETERIT","ranchik","","taylor1982"
735,"Ferrenafe","ABLATIVE","manta","","taylor1982"
736,"Ferrenafe","ACCUSATIVE","ta ","","taylor1982"
737,"Ferrenafe","ADDITIVE","pis","","taylor1982"
738,"Ferrenafe","AGENTIVE","q","","taylor1982"
739,"Ferrenafe","BENEFACTIVE","paq","","taylor1982"
740,"Ferrenafe","CATEGORIC QUESTION","taq","tematizador de formas interrogativas","taylor1982"
741,"Ferrenafe","CAUSATIVE","chi ","","taylor1982"
742,"Ferrenafe","CISLOCATIVE","mu ","","taylor1982"
743,"Ferrenafe","COMPARATIVE","no, yupaq","","taylor1982"
744,"Ferrenafe","CONTEMPORARY","ski","simultaneo? ","taylor1982"
745,"Ferrenafe","CONTINUATIVE","raq","","taylor1982"
746,"Ferrenafe","DATIVE/ILATIVE","man ","alativo","taylor1982"
747,"Ferrenafe","DIMINUTIVE","itU","","taylor1982"
748,"Ferrenafe","DIRECTIONAL ‘INSIDE’ ","yku","","taylor1982"
749,"Ferrenafe","DIRECTIONAL ‘OUTSIDE’","rqu","","taylor1982"
750,"Ferrenafe","DIRECTIONAL ´DOWN´","rpu","","taylor1982"
751,"Ferrenafe","DIRECTIONAL UP","rku","","taylor1982"
752,"Ferrenafe","DURATIVE","ya","","taylor1982"
753,"Ferrenafe","EMPHATIC","ri","","taylor1982"
754,"Ferrenafe","EVIDENTIAL DIRECT","mi ","focalizador","taylor1982"
755,"Ferrenafe","EVIDENTIAL REPORTATIVE","shi","citativo","taylor1982"
756,"Ferrenafe","GENITIVE","pa ","","taylor1982"
757,"Ferrenafe","IMPERATIVE","y ","","taylor1982"
758,"Ferrenafe","INFINITIVE","y ","","taylor1982"
759,"Ferrenafe","INJUNCTIVE","chun","","taylor1982"
760,"Ferrenafe","INSTRUMENTAL-COMITATIVE","wan","","taylor1982"
761,"Ferrenafe","LIMITATIVE","kama","","taylor1982"
762,"Ferrenafe","LOCATIVE","pi ","","taylor1982"
763,"Ferrenafe","MIDDLE VOICE","ku","participa de la acción o saca provecho de las consecuencias. ? Benefactivo? ","taylor1982"
764,"Ferrenafe","NOMINALIZER NA","na ","Concretizador.","taylor1982"
765,"Ferrenafe","PASSIVE ACCIDENTAL","ka","","taylor1982"
766,"Ferrenafe","PAST TENSE","ra ","pasado pretérito","taylor1982"
767,"Ferrenafe","PERFECT","sha","","taylor1982"
768,"Ferrenafe","PLURAL","kuna","","taylor1982"
769,"Ferrenafe","POSSESSIVE","yxun","posesivo inpersonal. *-yuq, poseedor de o el qu eposee ","taylor1982"
770,"Ferrenafe","REASON","no ","","taylor1982"
771,"Ferrenafe","REASON","rayku","","taylor1982"
772,"Ferrenafe","RECIPROCAL","naku","","taylor1982"
773,"Ferrenafe","RESTRICTIVE","ga, la ","*/Ĭa/ protoquechua. Depende del contexto para g o l ","taylor1982"
774,"Ferrenafe","SUBORDINATOR IDSUB","r ","","taylor1982"
775,"Ferrenafe","SUBORIDNATOR DIFFSUB","ti ","CORREFERENCIALIDAD","taylor1982"
776,"Ferrenafe","TOPIC","qa","","taylor1982"
777,"Ferrenafe","VERBAL PLURAL","ghapa","","taylor1982"
778,"Huallaga","1 CONDITIONAL","man","con alargamiento de la vocal anterior","weber1996"
779,"Huallaga","1 OBJECT","ma ","","weber1996"
780,"Huallaga","1PL EXCLUSIVE","kuna","con alargamiento de la vocal anterior","weber1996"
781,"Huallaga","1PL POSSESSOR","nči,ninči, niːkuna","[INCLUSIVA] /-nči(:)/ después de V cortas, el alargamiento se realiza solamente en sílabas abiertas no finales. [EXCLUSIVA] /-:kuna/ después de V .","weber1996"
782,"Huallaga","1PL VERBAL","nči","","weber1996"
783,"Huallaga","1PL VERBAL CONDITIONAL","šwan","","weber1996"
784,"Huallaga","1PL VERBAL FUTURE","šun ","Es posible indicar primera persona plural exclusiva añadiendo /-kuna/ ‘plural’ a /-šaq/ ‘1FUT’, por ejemplo: /aywa-šaq-kuna-paq/ (ir-1FUT-PL-FUT) ‘nosotros (ex.) iremos’.","weber1996"
785,"Huallaga","1S POSSESSOR","tantaː","Alargamiento después de V corta","weber1996"
786,"Huallaga","1S SUBJECT 2S OBJECT FUTURE","šayki","","weber1996"
787,"Huallaga","1S VERBAL","kaː","","weber1996"
788,"Huallaga","1S VERBAL FUTURE","šaq","","weber1996"
789,"Huallaga","2S CONDITIONAL","nkiman","","weber1996"
790,"Huallaga","2S OBJECT","šu ","","weber1996"
791,"Huallaga","2S POSSESSOR","yki","/-ki/ después de /-i/, /-yki/ después de otras V cortas","weber1996"
792,"Huallaga","2S SUBJECT 1S OBJECT","manki","","weber1996"
793,"Huallaga","2S VERBAL","nki","","weber1996"
794,"Huallaga","3S FUTURE","nqa","","weber1996"
795,"Huallaga","3S POSSESSOR","n","/-n/ después de V cortas, otherwise -ni is added","weber1996"
796,"Huallaga","3S SUBJECT 1PL OBJECT","manči","","weber1996"
797,"Huallaga","3S SUBJECT 1PL OBJECT FUTURE","maːšun","","weber1996"
798,"Huallaga","3S SUBJECT 1S OBJECT","man","","weber1996"
799,"Huallaga","3S SUBJECT 2S OBJECT","šunki","","weber1996"
800,"Huallaga","3S VERBAL","n","","weber1996"
801,"Huallaga","ABLATIVE","pita","","weber1996"
